"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2051","33 years","Both sexes","Method - M3","Number","65384"
"Population Projections based on Census 2022","2051","34 years","Both sexes","Method - M1","Number","86502"
"Population Projections based on Census 2022","2051","34 years","Both sexes","Method - M2","Number","78724"
"Population Projections based on Census 2022","2051","34 years","Both sexes","Method - M3","Number","68042"
"Population Projections based on Census 2022","2051","35 years","Both sexes","Method - M1","Number","89768"
"Population Projections based on Census 2022","2051","35 years","Both sexes","Method - M2","Number","81807"
"Population Projections based on Census 2022","2051","35 years","Both sexes","Method - M3","Number","70868"
"Population Projections based on Census 2022","2051","36 years","Both sexes","Method - M1","Number","92677"
"Population Projections based on Census 2022","2051","36 years","Both sexes","Method - M2","Number","84525"
"Population Projections based on Census 2022","2051","36 years","Both sexes","Method - M3","Number","73321"
"Population Projections based on Census 2022","2051","37 years","Both sexes","Method - M1","Number","95005"
"Population Projections based on Census 2022","2051","37 years","Both sexes","Method - M2","Number","86662"
"Population Projections based on Census 2022","2051","37 years","Both sexes","Method - M3","Number","75272"
"Population Projections based on Census 2022","2051","38 years","Both sexes","Method - M1","Number","97023"
"Population Projections based on Census 2022","2051","38 years","Both sexes","Method - M2","Number","88489"
"Population Projections based on Census 2022","2051","38 years","Both sexes","Method - M3","Number","76918"
"Population Projections based on Census 2022","2051","39 years","Both sexes","Method - M1","Number","99575"
"Population Projections based on Census 2022","2051","39 years","Both sexes","Method - M2","Number","90855"
"Population Projections based on Census 2022","2051","39 years","Both sexes","Method - M3","Number","79117"
"Population Projections based on Census 2022","2051","40 years","Both sexes","Method - M1","Number","101134"
"Population Projections based on Census 2022","2051","40 years","Both sexes","Method - M2","Number","92235"
"Population Projections based on Census 2022","2051","40 years","Both sexes","Method - M3","Number","80344"
"Population Projections based on Census 2022","2051","41 years","Both sexes","Method - M1","Number","103052"
"Population Projections based on Census 2022","2051","41 years","Both sexes","Method - M2","Number","93903"
"Population Projections based on Census 2022","2051","41 years","Both sexes","Method - M3","Number","81785"
"Population Projections based on Census 2022","2051","42 years","Both sexes","Method - M1","Number","102953"
"Population Projections based on Census 2022","2051","42 years","Both sexes","Method - M2","Number","93522"
"Population Projections based on Census 2022","2051","42 years","Both sexes","Method - M3","Number","81321"
"Population Projections based on Census 2022","2051","43 years","Both sexes","Method - M1","Number","102348"
"Population Projections based on Census 2022","2051","43 years","Both sexes","Method - M2","Number","92860"
"Population Projections based on Census 2022","2051","43 years","Both sexes","Method - M3","Number","80699"
"Population Projections based on Census 2022","2051","44 years","Both sexes","Method - M1","Number","99731"
"Population Projections based on Census 2022","2051","44 years","Both sexes","Method - M2","Number","90195"
"Population Projections based on Census 2022","2051","44 years","Both sexes","Method - M3","Number","78089"
"Population Projections based on Census 2022","2051","45 years","Both sexes","Method - M1","Number","96927"
"Population Projections based on Census 2022","2051","45 years","Both sexes","Method - M2","Number","87648"
"Population Projections based on Census 2022","2051","45 years","Both sexes","Method - M3","Number","75855"
"Population Projections based on Census 2022","2051","46 years","Both sexes","Method - M1","Number","96365"
"Population Projections based on Census 2022","2051","46 years","Both sexes","Method - M2","Number","87348"
"Population Projections based on Census 2022","2051","46 years","Both sexes","Method - M3","Number","75899"
"Population Projections based on Census 2022","2051","47 years","Both sexes","Method - M1","Number","94821"
"Population Projections based on Census 2022","2051","47 years","Both sexes","Method - M2","Number","86078"
"Population Projections based on Census 2022","2051","47 years","Both sexes","Method - M3","Number","74998"
"Population Projections based on Census 2022","2051","48 years","Both sexes","Method - M1","Number","92915"
"Population Projections based on Census 2022","2051","48 years","Both sexes","Method - M2","Number","84430"
"Population Projections based on Census 2022","2051","48 years","Both sexes","Method - M3","Number","73739"
"Population Projections based on Census 2022","2051","49 years","Both sexes","Method - M1","Number","92002"
"Population Projections based on Census 2022","2051","49 years","Both sexes","Method - M2","Number","83776"
"Population Projections based on Census 2022","2051","49 years","Both sexes","Method - M3","Number","73483"
"Population Projections based on Census 2022","2051","50 years","Both sexes","Method - M1","Number","89705"
"Population Projections based on Census 2022","2051","50 years","Both sexes","Method - M2","Number","81737"
"Population Projections based on Census 2022","2051","50 years","Both sexes","Method - M3","Number","71864"
"Population Projections based on Census 2022","2051","51 years","Both sexes","Method - M1","Number","90808"
"Population Projections based on Census 2022","2051","51 years","Both sexes","Method - M2","Number","83091"
"Population Projections based on Census 2022","2051","51 years","Both sexes","Method - M3","Number","73628"
"Population Projections based on Census 2022","2051","52 years","Both sexes","Method - M1","Number","89581"
"Population Projections based on Census 2022","2051","52 years","Both sexes","Method - M2","Number","82118"
"Population Projections based on Census 2022","2051","52 years","Both sexes","Method - M3","Number","73117"
"Population Projections based on Census 2022","2051","53 years","Both sexes","Method - M1","Number","88201"
"Population Projections based on Census 2022","2051","53 years","Both sexes","Method - M2","Number","81041"
"Population Projections based on Census 2022","2051","53 years","Both sexes","Method - M3","Number","72412"
"Population Projections based on Census 2022","2051","54 years","Both sexes","Method - M1","Number","86577"
"Population Projections based on Census 2022","2051","54 years","Both sexes","Method - M2","Number","79725"
"Population Projections based on Census 2022","2051","54 years","Both sexes","Method - M3","Number","71478"
"Population Projections based on Census 2022","2051","55 years","Both sexes","Method - M1","Number","83976"
"Population Projections based on Census 2022","2051","55 years","Both sexes","Method - M2","Number","77428"
"Population Projections based on Census 2022","2051","55 years","Both sexes","Method - M3","Number","69577"
"Population Projections based on Census 2022","2051","56 years","Both sexes","Method - M1","Number","83178"
"Population Projections based on Census 2022","2051","56 years","Both sexes","Method - M2","Number","76935"
"Population Projections based on Census 2022","2051","56 years","Both sexes","Method - M3","Number","69498"
"Population Projections based on Census 2022","2051","57 years","Both sexes","Method - M1","Number","81806"
"Population Projections based on Census 2022","2051","57 years","Both sexes","Method - M2","Number","75872"
"Population Projections based on Census 2022","2051","57 years","Both sexes","Method - M3","Number","68852"
"Population Projections based on Census 2022","2051","58 years","Both sexes","Method - M1","Number","82729"
"Population Projections based on Census 2022","2051","58 years","Both sexes","Method - M2","Number","77097"
"Population Projections based on Census 2022","2051","58 years","Both sexes","Method - M3","Number","70497"
"Population Projections based on Census 2022","2051","59 years","Both sexes","Method - M1","Number","84775"
"Population Projections based on Census 2022","2051","59 years","Both sexes","Method - M2","Number","79443"
"Population Projections based on Census 2022","2051","59 years","Both sexes","Method - M3","Number","73259"
"Population Projections based on Census 2022","2051","60 years","Both sexes","Method - M1","Number","85335"
"Population Projections based on Census 2022","2051","60 years","Both sexes","Method - M2","Number","80309"
"Population Projections based on Census 2022","2051","60 years","Both sexes","Method - M3","Number","74540"
"Population Projections based on Census 2022","2051","61 years","Both sexes","Method - M1","Number","85094"
"Population Projections based on Census 2022","2051","61 years","Both sexes","Method - M2","Number","80370"
"Population Projections based on Census 2022","2051","61 years","Both sexes","Method - M3","Number","75025"
"Population Projections based on Census 2022","2051","62 years","Both sexes","Method - M1","Number","83600"
"Population Projections based on Census 2022","2051","62 years","Both sexes","Method - M2","Number","79182"
"Population Projections based on Census 2022","2051","62 years","Both sexes","Method - M3","Number","74249"
"Population Projections based on Census 2022","2051","63 years","Both sexes","Method - M1","Number","85402"
"Population Projections based on Census 2022","2051","63 years","Both sexes","Method - M2","Number","81287"
"Population Projections based on Census 2022","2051","63 years","Both sexes","Method - M3","Number","76761"
"Population Projections based on Census 2022","2051","64 years","Both sexes","Method - M1","Number","87944"
"Population Projections based on Census 2022","2051","64 years","Both sexes","Method - M2","Number","84120"
"Population Projections based on Census 2022","2051","64 years","Both sexes","Method - M3","Number","80010"
"Population Projections based on Census 2022","2051","65 years","Both sexes","Method - M1","Number","88023"
"Population Projections based on Census 2022","2051","65 years","Both sexes","Method - M2","Number","84452"
"Population Projections based on Census 2022","2051","65 years","Both sexes","Method - M3","Number","80710"
"Population Projections based on Census 2022","2051","66 years","Both sexes","Method - M1","Number","87440"
"Population Projections based on Census 2022","2051","66 years","Both sexes","Method - M2","Number","84126"
"Population Projections based on Census 2022","2051","66 years","Both sexes","Method - M3","Number","80754"
"Population Projections based on Census 2022","2051","67 years","Both sexes","Method - M1","Number","88655"
"Population Projections based on Census 2022","2051","67 years","Both sexes","Method - M2","Number","85600"
"Population Projections based on Census 2022","2051","67 years","Both sexes","Method - M3","Number","82500"
"Population Projections based on Census 2022","2051","68 years","Both sexes","Method - M1","Number","89758"
"Population Projections based on Census 2022","2051","68 years","Both sexes","Method - M2","Number","86945"
"Population Projections based on Census 2022","2051","68 years","Both sexes","Method - M3","Number","84113"
"Population Projections based on Census 2022","2051","69 years","Both sexes","Method - M1","Number","90825"
"Population Projections based on Census 2022","2051","69 years","Both sexes","Method - M2","Number","88257"
"Population Projections based on Census 2022","2051","69 years","Both sexes","Method - M3","Number","85690"
"Population Projections based on Census 2022","2051","70 years","Both sexes","Method - M1","Number","89625"
"Population Projections based on Census 2022","2051","70 years","Both sexes","Method - M2","Number","87308"
"Population Projections based on Census 2022","2051","70 years","Both sexes","Method - M3","Number","84993"
"Population Projections based on Census 2022","2051","71 years","Both sexes","Method - M1","Number","87441"
"Population Projections based on Census 2022","2051","71 years","Both sexes","Method - M2","Number","85451"
"Population Projections based on Census 2022","2051","71 years","Both sexes","Method - M3","Number","83476"
"Population Projections based on Census 2022","2051","72 years","Both sexes","Method - M1","Number","81113"
"Population Projections based on Census 2022","2051","72 years","Both sexes","Method - M2","Number","79453"
"Population Projections based on Census 2022","2051","72 years","Both sexes","Method - M3","Number","77641"
"Population Projections based on Census 2022","2051","73 years","Both sexes","Method - M1","Number","75671"
"Population Projections based on Census 2022","2051","73 years","Both sexes","Method - M2","Number","74091"
"Population Projections based on Census 2022","2051","73 years","Both sexes","Method - M3","Number","72374"
"Population Projections based on Census 2022","2051","74 years","Both sexes","Method - M1","Number","74029"
"Population Projections based on Census 2022","2051","74 years","Both sexes","Method - M2","Number","72512"
"Population Projections based on Census 2022","2051","74 years","Both sexes","Method - M3","Number","70889"
"Population Projections based on Census 2022","2051","75 years","Both sexes","Method - M1","Number","71784"
"Population Projections based on Census 2022","2051","75 years","Both sexes","Method - M2","Number","70347"
"Population Projections based on Census 2022","2051","75 years","Both sexes","Method - M3","Number","68807"
"Population Projections based on Census 2022","2051","76 years","Both sexes","Method - M1","Number","69633"
"Population Projections based on Census 2022","2051","76 years","Both sexes","Method - M2","Number","68273"
"Population Projections based on Census 2022","2051","76 years","Both sexes","Method - M3","Number","66830"
"Population Projections based on Census 2022","2051","77 years","Both sexes","Method - M1","Number","67512"
"Population Projections based on Census 2022","2051","77 years","Both sexes","Method - M2","Number","66234"
"Population Projections based on Census 2022","2051","77 years","Both sexes","Method - M3","Number","64887"
"Population Projections based on Census 2022","2051","78 years","Both sexes","Method - M1","Number","65971"
"Population Projections based on Census 2022","2051","78 years","Both sexes","Method - M2","Number","64770"
"Population Projections based on Census 2022","2051","78 years","Both sexes","Method - M3","Number","63512"
"Population Projections based on Census 2022","2051","79 years","Both sexes","Method - M1","Number","63713"
"Population Projections based on Census 2022","2051","79 years","Both sexes","Method - M2","Number","62601"
"Population Projections based on Census 2022","2051","79 years","Both sexes","Method - M3","Number","61429"
"Population Projections based on Census 2022","2051","80 years","Both sexes","Method - M1","Number","59407"
"Population Projections based on Census 2022","2051","80 years","Both sexes","Method - M2","Number","58374"
"Population Projections based on Census 2022","2051","80 years","Both sexes","Method - M3","Number","57287"
"Population Projections based on Census 2022","2051","81 years","Both sexes","Method - M1","Number","56585"
"Population Projections based on Census 2022","2051","81 years","Both sexes","Method - M2","Number","55630"
"Population Projections based on Census 2022","2051","81 years","Both sexes","Method - M3","Number","54628"
"Population Projections based on Census 2022","2051","82 years","Both sexes","Method - M1","Number","51653"
"Population Projections based on Census 2022","2051","82 years","Both sexes","Method - M2","Number","50781"
"Population Projections based on Census 2022","2051","82 years","Both sexes","Method - M3","Number","49867"
"Population Projections based on Census 2022","2051","83 years","Both sexes","Method - M1","Number","49082"
"Population Projections based on Census 2022","2051","83 years","Both sexes","Method - M2","Number","48289"
"Population Projections based on Census 2022","2051","83 years","Both sexes","Method - M3","Number","47460"
"Population Projections based on Census 2022","2051","84 years","Both sexes","Method - M1","Number","46194"
"Population Projections based on Census 2022","2051","84 years","Both sexes","Method - M2","Number","45475"
"Population Projections based on Census 2022","2051","84 years","Both sexes","Method - M3","Number","44728"
"Population Projections based on Census 2022","2051","85 years","Both sexes","Method - M1","Number","42863"
"Population Projections based on Census 2022","2051","85 years","Both sexes","Method - M2","Number","42208"
"Population Projections based on Census 2022","2051","85 years","Both sexes","Method - M3","Number","41547"
"Population Projections based on Census 2022","2051","86 years","Both sexes","Method - M1","Number","40742"
"Population Projections based on Census 2022","2051","86 years","Both sexes","Method - M2","Number","40158"
"Population Projections based on Census 2022","2051","86 years","Both sexes","Method - M3","Number","39581"
"Population Projections based on Census 2022","2051","87 years","Both sexes","Method - M1","Number","36774"
"Population Projections based on Census 2022","2051","87 years","Both sexes","Method - M2","Number","36255"
"Population Projections based on Census 2022","2051","87 years","Both sexes","Method - M3","Number","35747"
"Population Projections based on Census 2022","2051","88 years","Both sexes","Method - M1","Number","33321"
"Population Projections based on Census 2022","2051","88 years","Both sexes","Method - M2","Number","32869"
"Population Projections based on Census 2022","2051","88 years","Both sexes","Method - M3","Number","32422"
"Population Projections based on Census 2022","2051","89 years","Both sexes","Method - M1","Number","30162"
"Population Projections based on Census 2022","2051","89 years","Both sexes","Method - M2","Number","29771"
"Population Projections based on Census 2022","2051","89 years","Both sexes","Method - M3","Number","29384"
"Population Projections based on Census 2022","2051","90 years","Both sexes","Method - M1","Number","26585"
"Population Projections based on Census 2022","2051","90 years","Both sexes","Method - M2","Number","26247"
"Population Projections based on Census 2022","2051","90 years","Both sexes","Method - M3","Number","25915"
"Population Projections based on Census 2022","2051","91 years","Both sexes","Method - M1","Number","23175"
"Population Projections based on Census 2022","2051","91 years","Both sexes","Method - M2","Number","22899"
"Population Projections based on Census 2022","2051","91 years","Both sexes","Method - M3","Number","22620"
"Population Projections based on Census 2022","2051","92 years","Both sexes","Method - M1","Number","19406"
"Population Projections based on Census 2022","2051","92 years","Both sexes","Method - M2","Number","19178"
"Population Projections based on Census 2022","2051","92 years","Both sexes","Method - M3","Number","18947"
"Population Projections based on Census 2022","2051","93 years","Both sexes","Method - M1","Number","16459"
"Population Projections based on Census 2022","2051","93 years","Both sexes","Method - M2","Number","16264"
"Population Projections based on Census 2022","2051","93 years","Both sexes","Method - M3","Number","16069"
"Population Projections based on Census 2022","2051","94 years","Both sexes","Method - M1","Number","13760"
"Population Projections based on Census 2022","2051","94 years","Both sexes","Method - M2","Number","13595"
"Population Projections based on Census 2022","2051","94 years","Both sexes","Method - M3","Number","13435"
"Population Projections based on Census 2022","2051","95 years","Both sexes","Method - M1","Number","10929"
"Population Projections based on Census 2022","2051","95 years","Both sexes","Method - M2","Number","10793"
"Population Projections based on Census 2022","2051","95 years","Both sexes","Method - M3","Number","10662"
"Population Projections based on Census 2022","2051","96 years","Both sexes","Method - M1","Number","8639"
"Population Projections based on Census 2022","2051","96 years","Both sexes","Method - M2","Number","8534"
"Population Projections based on Census 2022","2051","96 years","Both sexes","Method - M3","Number","8431"
"Population Projections based on Census 2022","2051","97 years","Both sexes","Method - M1","Number","6290"
"Population Projections based on Census 2022","2051","97 years","Both sexes","Method - M2","Number","6206"
"Population Projections based on Census 2022","2051","97 years","Both sexes","Method - M3","Number","6128"
"Population Projections based on Census 2022","2051","98 years","Both sexes","Method - M1","Number","4678"
"Population Projections based on Census 2022","2051","98 years","Both sexes","Method - M2","Number","4611"
"Population Projections based on Census 2022","2051","98 years","Both sexes","Method - M3","Number","4553"
"Population Projections based on Census 2022","2051","99 years and over","Both sexes","Method - M1","Number","7902"
"Population Projections based on Census 2022","2051","99 years and over","Both sexes","Method - M2","Number","7762"
"Population Projections based on Census 2022","2051","99 years and over","Both sexes","Method - M3","Number","7639"
"Population Projections based on Census 2022","2051","All ages","Both sexes","Method - M1","Number","6801172"
"Population Projections based on Census 2022","2051","All ages","Both sexes","Method - M2","Number","6353732"
"Population Projections based on Census 2022","2051","All ages","Both sexes","Method - M3","Number","5791896"
"Population Projections based on Census 2022","2052","Under 1 year","Both sexes","Method - M1","Number","54717"
"Population Projections based on Census 2022","2052","Under 1 year","Both sexes","Method - M2","Number","49792"
"Population Projections based on Census 2022","2052","Under 1 year","Both sexes","Method - M3","Number","43303"
"Population Projections based on Census 2022","2052","1 year","Both sexes","Method - M1","Number","55744"
"Population Projections based on Census 2022","2052","1 year","Both sexes","Method - M2","Number","50811"
"Population Projections based on Census 2022","2052","1 year","Both sexes","Method - M3","Number","44350"
"Population Projections based on Census 2022","2052","2 years","Both sexes","Method - M1","Number","56747"
"Population Projections based on Census 2022","2052","2 years","Both sexes","Method - M2","Number","51806"
"Population Projections based on Census 2022","2052","2 years","Both sexes","Method - M3","Number","45367"
"Population Projections based on Census 2022","2052","3 years","Both sexes","Method - M1","Number","57641"
"Population Projections based on Census 2022","2052","3 years","Both sexes","Method - M2","Number","52696"
"Population Projections based on Census 2022","2052","3 years","Both sexes","Method - M3","Number","46293"
"Population Projections based on Census 2022","2052","4 years","Both sexes","Method - M1","Number","58459"
"Population Projections based on Census 2022","2052","4 years","Both sexes","Method - M2","Number","53518"
"Population Projections based on Census 2022","2052","4 years","Both sexes","Method - M3","Number","47159"
"Population Projections based on Census 2022","2052","5 years","Both sexes","Method - M1","Number","59112"
"Population Projections based on Census 2022","2052","5 years","Both sexes","Method - M2","Number","54174"
"Population Projections based on Census 2022","2052","5 years","Both sexes","Method - M3","Number","47865"
"Population Projections based on Census 2022","2052","6 years","Both sexes","Method - M1","Number","59632"
"Population Projections based on Census 2022","2052","6 years","Both sexes","Method - M2","Number","54712"
"Population Projections based on Census 2022","2052","6 years","Both sexes","Method - M3","Number","48464"
"Population Projections based on Census 2022","2052","7 years","Both sexes","Method - M1","Number","60054"
"Population Projections based on Census 2022","2052","7 years","Both sexes","Method - M2","Number","55152"
"Population Projections based on Census 2022","2052","7 years","Both sexes","Method - M3","Number","48977"
"Population Projections based on Census 2022","2052","8 years","Both sexes","Method - M1","Number","60372"
"Population Projections based on Census 2022","2052","8 years","Both sexes","Method - M2","Number","55497"
"Population Projections based on Census 2022","2052","8 years","Both sexes","Method - M3","Number","49404"
"Population Projections based on Census 2022","2052","9 years","Both sexes","Method - M1","Number","60555"
"Population Projections based on Census 2022","2052","9 years","Both sexes","Method - M2","Number","55714"
"Population Projections based on Census 2022","2052","9 years","Both sexes","Method - M3","Number","49715"
"Population Projections based on Census 2022","2052","10 years","Both sexes","Method - M1","Number","60622"
"Population Projections based on Census 2022","2052","10 years","Both sexes","Method - M2","Number","55827"
"Population Projections based on Census 2022","2052","10 years","Both sexes","Method - M3","Number","49931"
"Population Projections based on Census 2022","2052","11 years","Both sexes","Method - M1","Number","60527"
"Population Projections based on Census 2022","2052","11 years","Both sexes","Method - M2","Number","55778"
"Population Projections based on Census 2022","2052","11 years","Both sexes","Method - M3","Number","49997"
"Population Projections based on Census 2022","2052","12 years","Both sexes","Method - M1","Number","60397"
"Population Projections based on Census 2022","2052","12 years","Both sexes","Method - M2","Number","55709"
"Population Projections based on Census 2022","2052","12 years","Both sexes","Method - M3","Number","50051"
"Population Projections based on Census 2022","2052","13 years","Both sexes","Method - M1","Number","60195"
"Population Projections based on Census 2022","2052","13 years","Both sexes","Method - M2","Number","55580"
"Population Projections based on Census 2022","2052","13 years","Both sexes","Method - M3","Number","50061"
"Population Projections based on Census 2022","2052","14 years","Both sexes","Method - M1","Number","59824"
"Population Projections based on Census 2022","2052","14 years","Both sexes","Method - M2","Number","55307"
"Population Projections based on Census 2022","2052","14 years","Both sexes","Method - M3","Number","49942"
"Population Projections based on Census 2022","2052","15 years","Both sexes","Method - M1","Number","60460"
"Population Projections based on Census 2022","2052","15 years","Both sexes","Method - M2","Number","55795"
"Population Projections based on Census 2022","2052","15 years","Both sexes","Method - M3","Number","50198"
"Population Projections based on Census 2022","2052","16 years","Both sexes","Method - M1","Number","61030"
"Population Projections based on Census 2022","2052","16 years","Both sexes","Method - M2","Number","56219"
"Population Projections based on Census 2022","2052","16 years","Both sexes","Method - M3","Number","50388"
"Population Projections based on Census 2022","2052","17 years","Both sexes","Method - M1","Number","61565"
"Population Projections based on Census 2022","2052","17 years","Both sexes","Method - M2","Number","56618"
"Population Projections based on Census 2022","2052","17 years","Both sexes","Method - M3","Number","50556"
"Population Projections based on Census 2022","2052","18 years","Both sexes","Method - M1","Number","61986"
"Population Projections based on Census 2022","2052","18 years","Both sexes","Method - M2","Number","56919"
"Population Projections based on Census 2022","2052","18 years","Both sexes","Method - M3","Number","50625"
"Population Projections based on Census 2022","2052","19 years","Both sexes","Method - M1","Number","62442"
"Population Projections based on Census 2022","2052","19 years","Both sexes","Method - M2","Number","57264"
"Population Projections based on Census 2022","2052","19 years","Both sexes","Method - M3","Number","50747"
"Population Projections based on Census 2022","2052","20 years","Both sexes","Method - M1","Number","63015"
"Population Projections based on Census 2022","2052","20 years","Both sexes","Method - M2","Number","57737"
"Population Projections based on Census 2022","2052","20 years","Both sexes","Method - M3","Number","50997"
"Population Projections based on Census 2022","2052","21 years","Both sexes","Method - M1","Number","63581"
"Population Projections based on Census 2022","2052","21 years","Both sexes","Method - M2","Number","58162"
"Population Projections based on Census 2022","2052","21 years","Both sexes","Method - M3","Number","51157"
"Population Projections based on Census 2022","2052","22 years","Both sexes","Method - M1","Number","64103"
"Population Projections based on Census 2022","2052","22 years","Both sexes","Method - M2","Number","58556"
"Population Projections based on Census 2022","2052","22 years","Both sexes","Method - M3","Number","51280"
"Population Projections based on Census 2022","2052","23 years","Both sexes","Method - M1","Number","64644"
"Population Projections based on Census 2022","2052","23 years","Both sexes","Method - M2","Number","58978"
"Population Projections based on Census 2022","2052","23 years","Both sexes","Method - M3","Number","51377"
"Population Projections based on Census 2022","2052","24 years","Both sexes","Method - M1","Number","65345"
"Population Projections based on Census 2022","2052","24 years","Both sexes","Method - M2","Number","59554"
"Population Projections based on Census 2022","2052","24 years","Both sexes","Method - M3","Number","51629"
"Population Projections based on Census 2022","2052","25 years","Both sexes","Method - M1","Number","67368"
"Population Projections based on Census 2022","2052","25 years","Both sexes","Method - M2","Number","61403"
"Population Projections based on Census 2022","2052","25 years","Both sexes","Method - M3","Number","53283"
"Population Projections based on Census 2022","2052","26 years","Both sexes","Method - M1","Number","69399"
"Population Projections based on Census 2022","2052","26 years","Both sexes","Method - M2","Number","63280"
"Population Projections based on Census 2022","2052","26 years","Both sexes","Method - M3","Number","54955"
"Population Projections based on Census 2022","2052","27 years","Both sexes","Method - M1","Number","71199"
"Population Projections based on Census 2022","2052","27 years","Both sexes","Method - M2","Number","64973"
"Population Projections based on Census 2022","2052","27 years","Both sexes","Method - M3","Number","56499"
"Population Projections based on Census 2022","2052","28 years","Both sexes","Method - M1","Number","72966"
"Population Projections based on Census 2022","2052","28 years","Both sexes","Method - M2","Number","66649"
"Population Projections based on Census 2022","2052","28 years","Both sexes","Method - M3","Number","57906"
"Population Projections based on Census 2022","2052","29 years","Both sexes","Method - M1","Number","76479"
"Population Projections based on Census 2022","2052","29 years","Both sexes","Method - M2","Number","69894"
"Population Projections based on Census 2022","2052","29 years","Both sexes","Method - M3","Number","60819"
"Population Projections based on Census 2022","2052","30 years","Both sexes","Method - M1","Number","77568"
"Population Projections based on Census 2022","2052","30 years","Both sexes","Method - M2","Number","70721"
"Population Projections based on Census 2022","2052","30 years","Both sexes","Method - M3","Number","61302"
"Population Projections based on Census 2022","2052","31 years","Both sexes","Method - M1","Number","77231"
"Population Projections based on Census 2022","2052","31 years","Both sexes","Method - M2","Number","70133"
"Population Projections based on Census 2022","2052","31 years","Both sexes","Method - M3","Number","60366"
"Population Projections based on Census 2022","2052","32 years","Both sexes","Method - M1","Number","80522"
"Population Projections based on Census 2022","2052","32 years","Both sexes","Method - M2","Number","73162"
"Population Projections based on Census 2022","2052","32 years","Both sexes","Method - M3","Number","63042"
"Population Projections based on Census 2022","2052","33 years","Both sexes","Method - M1","Number","82580"
"Population Projections based on Census 2022","2052","33 years","Both sexes","Method - M2","Number","74962"
"Population Projections based on Census 2022","2052","33 years","Both sexes","Method - M3","Number","64484"
"Population Projections based on Census 2022","2052","34 years","Both sexes","Method - M1","Number","84410"
"Population Projections based on Census 2022","2052","34 years","Both sexes","Method - M2","Number","76521"
"Population Projections based on Census 2022","2052","34 years","Both sexes","Method - M3","Number","65685"
"Population Projections based on Census 2022","2052","35 years","Both sexes","Method - M1","Number","87603"
"Population Projections based on Census 2022","2052","35 years","Both sexes","Method - M2","Number","79448"
"Population Projections based on Census 2022","2052","35 years","Both sexes","Method - M3","Number","68261"
"Population Projections based on Census 2022","2052","36 years","Both sexes","Method - M1","Number","90878"
"Population Projections based on Census 2022","2052","36 years","Both sexes","Method - M2","Number","82536"
"Population Projections based on Census 2022","2052","36 years","Both sexes","Method - M3","Number","71086"
"Population Projections based on Census 2022","2052","37 years","Both sexes","Method - M1","Number","93737"
"Population Projections based on Census 2022","2052","37 years","Both sexes","Method - M2","Number","85206"
"Population Projections based on Census 2022","2052","37 years","Both sexes","Method - M3","Number","73484"
"Population Projections based on Census 2022","2052","38 years","Both sexes","Method - M1","Number","96060"
"Population Projections based on Census 2022","2052","38 years","Both sexes","Method - M2","Number","87339"
"Population Projections based on Census 2022","2052","38 years","Both sexes","Method - M3","Number","75432"
"Population Projections based on Census 2022","2052","39 years","Both sexes","Method - M1","Number","98112"
"Population Projections based on Census 2022","2052","39 years","Both sexes","Method - M2","Number","89198"
"Population Projections based on Census 2022","2052","39 years","Both sexes","Method - M3","Number","77117"
"Population Projections based on Census 2022","2052","40 years","Both sexes","Method - M1","Number","100668"
"Population Projections based on Census 2022","2052","40 years","Both sexes","Method - M2","Number","91575"
"Population Projections based on Census 2022","2052","40 years","Both sexes","Method - M3","Number","79339"
"Population Projections based on Census 2022","2052","41 years","Both sexes","Method - M1","Number","102235"
"Population Projections based on Census 2022","2052","41 years","Both sexes","Method - M2","Number","92966"
"Population Projections based on Census 2022","2052","41 years","Both sexes","Method - M3","Number","80585"
"Population Projections based on Census 2022","2052","42 years","Both sexes","Method - M1","Number","104231"
"Population Projections based on Census 2022","2052","42 years","Both sexes","Method - M2","Number","94704"
"Population Projections based on Census 2022","2052","42 years","Both sexes","Method - M3","Number","82098"
"Population Projections based on Census 2022","2052","43 years","Both sexes","Method - M1","Number","104126"
"Population Projections based on Census 2022","2052","43 years","Both sexes","Method - M2","Number","94325"
"Population Projections based on Census 2022","2052","43 years","Both sexes","Method - M3","Number","81652"
"Population Projections based on Census 2022","2052","44 years","Both sexes","Method - M1","Number","103538"
"Population Projections based on Census 2022","2052","44 years","Both sexes","Method - M2","Number","93676"
"Population Projections based on Census 2022","2052","44 years","Both sexes","Method - M3","Number","81039"
"Population Projections based on Census 2022","2052","45 years","Both sexes","Method - M1","Number","99882"
"Population Projections based on Census 2022","2052","45 years","Both sexes","Method - M2","Number","90253"
"Population Projections based on Census 2022","2052","45 years","Both sexes","Method - M3","Number","78008"
"Population Projections based on Census 2022","2052","46 years","Both sexes","Method - M1","Number","97042"
"Population Projections based on Census 2022","2052","46 years","Both sexes","Method - M2","Number","87684"
"Population Projections based on Census 2022","2052","46 years","Both sexes","Method - M3","Number","75770"
"Population Projections based on Census 2022","2052","47 years","Both sexes","Method - M1","Number","96495"
"Population Projections based on Census 2022","2052","47 years","Both sexes","Method - M2","Number","87400"
"Population Projections based on Census 2022","2052","47 years","Both sexes","Method - M3","Number","75834"
"Population Projections based on Census 2022","2052","48 years","Both sexes","Method - M1","Number","94985"
"Population Projections based on Census 2022","2052","48 years","Both sexes","Method - M2","Number","86167"
